Arun Kumar,/gp/profile/amzn1.account.AF7CYJTSBJJ2WG2EWYCTLQ6JP2DA,Not a bad phone for 2018,/gp/customer-reviews/R1FGI3M99I725G?ASIN=B01LZKSVRB,This is a still a phone worth buying in 2018. Apple still has the best LCD display in the market. Sound quality is great. Phone is lag free because of the constant updates from Apple. This is one of the important reasons why you should buy an iPhone. When both the hardware and software is managed by the same company you can expect the phone to keep up with time unlike many other phone manufacturers who stop with out of the box software. The main con is battery life. To provide a sleek phone Apple cuts on battery size and hence don’t expect too much of on screen time if you’re a gaming enthusiast or watch a lot of videos on phone. The stand by time however is great because of the latest software update. Overall a good phone to experience the Apple space.
sAm,/gp/profile/amzn1.account.AHXVRGKRGIE3ZR2B7FRRL5EA7APQ,Three Stars,/gp/customer-reviews/R2HILV28Z5J57I?ASIN=B01LZKSVRB,Switching from android to iOS was a mistake
Deepak Suryawanshi,/gp/profile/amzn1.account.AFFKXRPRJKT6U627QP4R7YGL7N7A,Apple is slipping,/gp/customer-reviews/R2VSQGB83QOXF6?ASIN=B01LZKSVRB,"Compared to the price the features and the quality that iPhones offer now make them too over priced. Also, Apple is not at all bothered about the Indian market. Apple maps does not support directions and other important search features. iPhone always need WiFi to backup and install apps larger than 150 MB. Now when I get 40 GB per month, of 4g data, for a plan of ~300 rupees why should I bother about WiFi."
Sourabh Dhawan,/gp/profile/amzn1.account.AFBF62YKPIBHFGCVDOP4I2FFMCYQ,If you are a professional business man or a non gamer this phone is made for you!,/gp/customer-reviews/R70K3DG2QTLHJ?ASIN=B01LZKSVRB,"I like how durable this phone is, when I dropped for the first time it was too tall drop and a minor dent was only damage done to my phone."
vishnu,/gp/profile/amzn1.account.AEBOZRHBLHQHDLAHQKGZUVZMJYYQ,... than that phone works perfectly Battery life is very good giving around 5,/gp/customer-reviews/R15OZ7QUQMSPR3?ASIN=B01LZKSVRB,Using it for more than one month no problems at all iOS 11 is still has some bugs others than that phone works perfectly
madan g.,/gp/profile/amzn1.account.AHPYBI4ENDD4MCBIST7PYFOPKV6Q,Amazing product,/gp/customer-reviews/R3SHTA91IYNTZL?ASIN=B01LZKSVRB,Two things which I was worried about..
Prabhat Ranjan,/gp/profile/amzn1.account.AGI2Q4K6SSRBFGSZECLGYUCN2MZA,Excellent,/gp/customer-reviews/R543D2TIKGB1A?ASIN=B01LZKSVRB,If you don’t have an iPhone well u don’t have an iPhone. Truly amazing phone. Irrespective of the fact that these days there are loads of option in the market for luxury or good phones...once you start using apple you will not find peace in any other phone. Recommended for buy at these prices.
Amazon Customer,/gp/profile/amzn1.account.AEILO3RU6RBHS4MJHG3BJWSZGVRQ,I love to listen music,/gp/customer-reviews/R1LE2ZROQAT439?ASIN=B01LZKSVRB,I love to listen music..product is good but i cannot plugin my sony ericsson headset.. I am receiving a message iphone doesn't support  this device though I have used it with iphone 4S and other phones..I guess there is a problem with lightning to 3.5mm adaptor.
Madhu,/gp/profile/amzn1.account.AHQCZVJBTVCMTITQFF6T6MN4622Q,Amazing Phone!,/gp/customer-reviews/R23CS3HCJ19B6L?ASIN=B01LZKSVRB,One of the best phones! From camera to the design to everything small details.
Amazon Customer,/gp/profile/amzn1.account.AHVK2X54VRO2WXDWTXRUI5K7AKZQ,got a great deal. but dont think its worth paying premium ...,/gp/customer-reviews/RWBQVYW8ZPTQ9?ASIN=B01LZKSVRB,got a great deal. but dont think its worth paying premium Vs a 6 or 6s. had used both of them earlier and felt this was more of the same.
Milind Srivastava,/gp/profile/amzn1.account.AHXRCBVDH5NOWMHP5J4IF3HA2QVA,One Star,/gp/customer-reviews/R2751B3GDZMKJZ?ASIN=B01LZKSVRB,It is showing in valid IMEI no .... What is that also not able to create Apple ID
Nisha,/gp/profile/amzn1.account.AGDKRCGUYWJKRZFNOVK77QSOEP2A,Best buy for me.,/gp/customer-reviews/R2J87Q5FQRPJGY?ASIN=B01LZKSVRB,"Using this phone from past 6 months. Working great. No problem. Genuine product. At first was scared to buy it online, but being a prime customer, thought to gave a shot. Happy to buy this iphone 7."
Dayanandsb,/gp/profile/amzn1.account.AFG73PNCOWJVCNK4NTLUMLGX57NA,Nice phone,/gp/customer-reviews/RHMDF9PKGTMR2?ASIN=B01LZKSVRB,"I have bought this product on 2nd Nov 18, I have got this product at the price Of 43k in the deal from the Appario retail store. I have received 100% genuine product with all accessories mentioned the portal."
Abhijit kamune,/gp/profile/amzn1.account.AEUMCG3TCJVGDMC4N4IDAF7IS55A,really disappointed from apple,/gp/customer-reviews/RY21WX8B0FX83?ASIN=B01LZKSVRB,"Facing issue with calling and receiving the call, really disappointed from apple. Should not buy from Amazon. I think product is faulty. Worst experience till now."
sanjay,/gp/profile/amzn1.account.AGMF2NKQNTJKPSJXOLWMA65XOS5Q,Phone looks nice,/gp/customer-reviews/R27JU2RSBDJCXY?ASIN=B01LZKSVRB,I phone is the best phone but battery is not
Aashish Singh,/gp/profile/amzn1.account.AFZMUQTDGINYRYHZSCLURLAYB4PQ,Confused b/w iphone and android👉🏻Hell yeah iphone..,/gp/customer-reviews/R16XTK51UPN3OZ?ASIN=B01LZKSVRB,"First ever personal iphone experience and really worth it.After ios 12 update,battery became more durable and screen time update somehow helps to control smartphone overuse.With regular use you can have 4000mah android smartphone battery feel in this iphone 7.Although charger is BIT slow but The only thing i miss is the portrait mode..!!"
Amazon Customer,/gp/profile/amzn1.account.AHWOVAKIT3V73TIKFHATMRUIT6SQ,Fully facked amazone service don’t expect this,/gp/customer-reviews/RYRXUTRJNNKE0?ASIN=B01LZKSVRB,Am getythis last day . After 2 houre use this is going our heating then am Contect amazone and want to return but they not help me in
Gagan,/gp/profile/amzn1.account.AGJSHLC72NXJFJZ27GVSUUN665AQ,I bought apple Iphone 7 today and while I was ...,/gp/customer-reviews/R2V5U4XAXD5GOJ?ASIN=B01LZKSVRB,"I bought apple Iphone 7 today and while I was setting the phone, it got too hot that it was even difficult to hold. Apple should seriously look into this problem."
Anil,/gp/profile/amzn1.account.AEJR6CQE3XLNPKUEFBSL3YOXZJYA,Wow,/gp/customer-reviews/R1O8N3SCQ0HQ6V?ASIN=B01LZKSVRB,"This is the first apple mobile I have used, it's nice product, I have never felt like buying apple mobile products (before apple 6), as the mobiles look and feel were not good. But when I saw Apple 7 I felt like buying the product without seeing the features of the product, it's bit costly, but it is good.Picture quality is good, sound quality is good and the touch is very smooth, more over Siri feature is awesome and it is tooo fast for fetching the details.The only dislike I have with apple is you have to buy the APP'S and they are bit costly."
Rahul Saha,/gp/profile/amzn1.account.AE7ILC3LLAVAUV6CYNHSA4TJA7VQ,It's an iPhone after all..,/gp/customer-reviews/R29MSQAVH8O2RI?ASIN=B01LZKSVRB,Really liked the product. Awesomely fast and very smooth to use. Looks awesome too and feels very premium in hand. But the phone slips if u have a sweaty hand. Make sure u get some good cover. I mostly use Power Saving after checking what it exactly does and I get an awesome battery life too..
Jaswant Singh,/gp/profile/amzn1.account.AEYR7YELPXHP6IX5MEMKL7BTREZA,Genuine product and trust in Amazon multiplied,/gp/customer-reviews/R2P6MWRLEIAUMU?ASIN=B01LZKSVRB,It’s an amazing phone. I love the quality apple provides.
Gautam chaurasia,/gp/profile/amzn1.account.AEPJ5UE2KEQAWSFRDUPOFXYA2LNA,Purchase at your own risk,/gp/customer-reviews/R2GZ6S3QSDWL0H?ASIN=B01LZKSVRB,This product is unreturnable. So please read each and every line very carefully before making any decision.
Ramki Babu,/gp/profile/amzn1.account.AH4YNJ25VSJAX2X4Y2KP4QIPVDWQ,"One word, “Awesome”",/gp/customer-reviews/R29WPECIWCS57B?ASIN=B01LZKSVRB,"I was a android user and bought this beauty in 2018 ,still it’s worth to buy this , what a performance. I start love this IOS . Apps are very well controlled and it’s help for this lack less performance. New haptic engine and Touch ID, water resistant, makes this phone as stunning one ."
Ravinder Kumar,/gp/profile/amzn1.account.AEE2FZYEID2RMVLVQATWO2L4FFNQ,Excellent mobile.,/gp/customer-reviews/R3417IT67YY22Q?ASIN=B01LZKSVRB,Good choice to have iPhone 7 but the little concern is with its battery backup.
Shani Deshwal,/gp/profile/amzn1.account.AFAHHGF3K2YHBV24JSXR4IPMMUXQ,Awesome,/gp/customer-reviews/R3L9NGAP23PS24?ASIN=B01LZKSVRB,Awesome 😊 Lovely! This one os superb and performance is also good.
Amazon Customer,/gp/profile/amzn1.account.AF6A7OHQBDEURNXAW3KC67X2D6ZQ,Small wonder,/gp/customer-reviews/RKTAVM4VFXDI5?ASIN=B01LZKSVRB,"The phone is quite slick and nice! I believe for someone who is looking for a functional and compact handset this is a good bet and doesn’t bite your walllet. Though it lags when it’s comes to sound output, pictures features/clarity options, but it’s packed with goodness. Battery life is a little disappointing, but that with all iPhones."
Ann Thyle,/gp/profile/amzn1.account.AGFQEXH25HUUPVS42FI64SFBDKAQ,Good but Missing Part,/gp/customer-reviews/R147OO3PVSYZGZ?ASIN=B01LZKSVRB,"Purchased iPhone 7, Black 32 GB"
Siegfrid Sangma,/gp/profile/amzn1.account.AFLU74CRXXALQIWY2PP7RJKK5CDA,the product is as good as it was expected,/gp/customer-reviews/R2DCCCK3JYPKAO?ASIN=B01LZKSVRB,"Impeccable service from Amazon.in and team... Ordered it on 07-Oct-2017 and received it on 08-Oct-2017!!! And of course, the product is as good as it was expected... It's iPhone 7 after all. Cheers!!!!"
Afzal,/gp/profile/amzn1.account.AGI4HMO6YAZUL7NJRRYBEY4CAXTA,Accessories missing,/gp/customer-reviews/RTKUY3UY2EJNC?ASIN=B01LZKSVRB,"Dear team, as iPhone 7 stopped giving earphone jack, so for that they are providing a earphone connector in box. but i did not received. `Neither connector nor stickers'."
Amazon Customer,/gp/profile/amzn1.account.AEV35RBC4ACAJFG4EYYWC4PQIXTA,Great iphone,/gp/customer-reviews/R38LICT8QKZGYV?ASIN=B01LZKSVRB,"Good size for daily usage. No back glass, no worries because iphone 8 have back glass and it may be cracked easily in a single accidental drop. But iphone 7 is perfect. Use rhinoshield screen protector for great security for screen."
Ricky,/gp/profile/amzn1.account.AESNNWJAE2S4JVY3WD3KVYI4AEYA,Another deal breaker from Apple.,/gp/customer-reviews/R1Y6FN1MD2JS3Y?ASIN=B01LZKSVRB,As the title says this product is so far the best product that I have ever used amazing build quality and amazing performance. Camera quality is cool.
Amazon Customer,/gp/profile/amzn1.account.AEVRRPSW5K54TAXCO2C6RFL5ENIA,Five Stars,/gp/customer-reviews/R36EO0AG76T7R3?ASIN=B01LZKSVRB,good and genuine product and about amazon delivery always before time.Superb fully satisfied by Amazon.
Mohammed A.,/gp/profile/amzn1.account.AG23KLELJ4JUE6UUUWPKBANYOZGQ,Missing accessory,/gp/customer-reviews/R2GLHTPHWR5OAR?ASIN=B01LZKSVRB,The headphone 3.5 MM jack connector is missing that means the product was already open before ..
S M.,/gp/profile/amzn1.account.AFUAFUY42GQQ5QN4WU4DOCNWULJA,Who is selling defective product apple or amazon seller?,/gp/customer-reviews/R24BH8C4J28R91?ASIN=B01LZKSVRB,"Worst product for 40,000 cost.Can you imagine,IPhone get stuck while watching downloaded VDO?Playing game with this phone is a nightmare because it ll literally burn your hand if you play continuesly for 30-40 min.Approximately I am restarting my I phone7 weekly 3 -4 times due to phone Hang."
Rakshit,/gp/profile/amzn1.account.AHSZMELQHRSB7KY3Z6JPPYFNSQJQ,Satisfied,/gp/customer-reviews/R26XIHIIEQEWMF?ASIN=B01LZKSVRB,The phone is amazing after switching myself from android. Worth a shot plus the storage is more than enough to use it for at least 2 years. The battery life is average for the average consumers. Can you it for a full day. But heavy users might need to charge it up once more. The camera quality is amazing. The ram management as expected by apple is still amazing. Worth for your bucks.
TEJAS,/gp/profile/amzn1.account.AFPD2VAZ2CUVAP3TWEBRDO3W6BBQ,100%original and fastest delviery of my Iphone,/gp/customer-reviews/R38O0XN7D9BXQR?ASIN=B01LZKSVRB,Amazon with prime benefits highly recommended for purchase of any of the electronic device
Priyanshu Raghuwanshi,/gp/profile/amzn1.account.AE2FXRKOU36BAMFIJX3QN2UJVLWQ,thats too bad that iphone is getting trouble not only one time ...,/gp/customer-reviews/R2PGJMQJ3EHIHL?ASIN=B01LZKSVRB,thats too bad that iphone is getting trouble not only one time bt manier times. getting hang n nt wrking properly. so many issues to be discussed. really not satisfied
Keshav Swami,/gp/profile/amzn1.account.AHHIBHWWUCRCFJM6EMUC42LT7ODQ,iPhone 7 is a thumbs up !!!,/gp/customer-reviews/RS1P24PDS7GC5?ASIN=B01LZKSVRB,"It was not easy to buy a phone online.. specially when you’re investing almost half a lakh rupee for a phone but as it says name is enough. iPhone 7 is perfect phone, perfectly fits in your hand only drawback is battery life which drains like anything of your watch a videos on YouTube or playing a game. Rest phone is good."
Venkatesh V,/gp/profile/amzn1.account.AE63YFAOWR6LYD5SKER2L4ZOAJUQ,BRAND BUY Nothing else,/gp/customer-reviews/R2HGI196WE9IPI?ASIN=B01LZKSVRB,Best but dont expect too much camera quality.front camera was weaker and not upto the mark. low light photography not good
Sudheendra Teggi,/gp/profile/amzn1.account.AGDGV2PYNVOOGRQXWX4T2XGE5VVQ,Best buy,/gp/customer-reviews/R37FPSAHG29317?ASIN=B01LZKSVRB,I was waiting to get my iPhone exchanged and finally got iPhone 7 during the Dushera sale. Once a iPhone user always a iPhone user. I liked the phone.
Noodle,/gp/profile/amzn1.account.AGZ34BWOTOM6IJKQXCAV54ZGISDA,Great quality,/gp/customer-reviews/R1EKSKVS4WZEZB?ASIN=B01LZKSVRB,"I doubt this product needs a review! I love everything about it. My only grouse is the battery life, discharges very fast and I need to recharge every night."
Amazon Customer,/gp/profile/amzn1.account.AHUICVD6E7M2O2J53MM6TIF5OQ3A,Genuine product delivered by Amazon,/gp/customer-reviews/R1FNVVZH4LARCL?ASIN=B01LZKSVRB,"I was skeptical buying a phone online, but took the chance on Amazon. I have used the phone for a year + and its still going strong. The battery life is not as great as it used to be after using for one year +."
Gauràv,/gp/profile/amzn1.account.AFI4BPZ6GDEHPHLITZSARQ3XQ5GQ,Pros and Cons,/gp/customer-reviews/R1IM13FYIOXXRL?ASIN=B01LZKSVRB,Delivered on time
Joel Nishanth,/gp/profile/amzn1.account.AHI7JI6I6XPEAKLGRRKFOMD4WI6Q,Glad with the product and the delivery!,/gp/customer-reviews/RYSW4O37OEYG3?ASIN=B01LZKSVRB,One of the best phones of iPhone. Have been using it for over a month and have been impressed with every feature.
Pranjal Munjal,/gp/profile/amzn1.account.AFX7ITKAQHLGHCMSF3WKTXRYXBJA,Good,/gp/customer-reviews/RWZBB83SKEBWD?ASIN=B01LZKSVRB,"Well, its iphone, got the genuine products, with garuntee"
Amazon Customer,/gp/profile/amzn1.account.AE3JATHXXQBJGOTV7PDNVETIR6SA,Flagship product of Apple,/gp/customer-reviews/R3S8B686HFCOJT?ASIN=B01LZKSVRB,"I am a big fan of Apple products, my wife gifted this phone on my Birthday which makes it again an amazing product. Highly recommended."
Amar,/gp/profile/amzn1.account.AGVSZW4LM4H47C6WFL266LBGM5VQ,Great phone,/gp/customer-reviews/R397EVJ6P5R99Q?ASIN=B01LZKSVRB,It one of my favourite mobile I got in this Diwali it’s work good and worthy product for the price I happy with that.but only think they delivery tha product it’s to late I force and demanded for the day fully finally at the night only they given.the packaging phone without any safety they put in normal box tat really unexpected
Aaryan,/gp/profile/amzn1.account.AFM5Y3WZTYVVEDIFAI2NZANJOL7Q,Poor,/gp/customer-reviews/REXV1A4A8HHY5?ASIN=B01LZKSVRB,"Bad, actually I got it for my dad and after 5-10 he started complaining about cellular connections and went to a Apple store and got to know that the piece is faulty so the Apple store replaced it .poor"
Sunny R. Kohli,/gp/profile/amzn1.account.AGHVR6JDPJUZP62PGEEUI6EVS5ZA,Bad quality,/gp/customer-reviews/R12V9HPAZARSKZ?ASIN=B01LZKSVRB,"It has multiple flaws, including electric shock, releasing harmful radiation leads to Tinittus ear disease, which has no permanent medical treatment"
Kalyan.yenda,/gp/profile/amzn1.account.AHYLX7UBR4K5OBHNS5CYOXRUOS4Q,At finally My dream full fill...,/gp/customer-reviews/R12QVJZ6IXF54A?ASIN=B01LZKSVRB,Really awesome...at finally My dream full fill... thankyou amazon & green mobiles. Loved it. You people are amazing... Fast delivery... that is amazon.
Amazon Customer,/gp/profile/amzn1.account.AHBMFGX2SVKMCNYFLB2XOPDA5DUQ,EARPODS Missing,/gp/customer-reviews/RRLG17YQWWUPA?ASIN=B01LZKSVRB,EarPods were missing from the box. The box wrapping seemed to be tampered with. Wasn't the original Apple wrapping. It was something different.
Adriel D'souza,/gp/profile/amzn1.account.AHVAINKVZLGQR3V73NJK3STKEQ6Q,if it's not an iphone it's not an iphone,/gp/customer-reviews/R32MI84YVHZ836?ASIN=B01LZKSVRB,"Can't ask for more in this budget for an iPhone with great features. My best feature for this phone is dual speakers, ip67 and awesome camera with OIS great for full hd videos. And this phone performance increases if on iOS 12."
ANIL,/gp/profile/amzn1.account.AF6RIGOVE6O4GRVFFGLB323OTJ2Q,Value for money,/gp/customer-reviews/R1DZZVK0QF0NNF?ASIN=B01LZKSVRB,"My first iPhone order through online , got it for the best price ."
Amazon Customer,/gp/profile/amzn1.account.AHLUXOJJOQKEZJAV25I4ASH2ILSA,Very good phone,/gp/customer-reviews/R1FR8S76HM5TRO?ASIN=B01LZKSVRB,"Apple never lets you down.. very handy phone, whole screen is easily accessible, one star less for not providing case/box for earphones.. clicks great pictures, used this for 1 year now never hanged nor any issues reported"
Sandy,/gp/profile/amzn1.account.AFEXXC4DLEBCABVP33UHMWEFZQ6Q,Duplicate,/gp/customer-reviews/R3AEB03XFKKDBU?ASIN=B01LZKSVRB,"This product doesn’t have IME number authorised by apple. So it’s a duplicate product, hope they will replace it."
gagandeep singh,/gp/profile/amzn1.account.AGP6G7VZG45YDPUFAURLUSD375JA,It’s Apple that’s it,/gp/customer-reviews/R1H2X3HSFW3X32?ASIN=B01LZKSVRB,Come on headline says it all
priyank,/gp/profile/amzn1.account.AHJJ2OBMVZ4KSCRRWV65ZILQSUJA,Amazing phone !,/gp/customer-reviews/RAQUKOI8RVMRV?ASIN=B01LZKSVRB,Been using iPhones for 4 years now and will not consider any other phone now. Says a lot about product quality and customer satisfaction.
Shivani Ponnala,/gp/profile/amzn1.account.AHOL4M6MZE6U72BCPNSLOB65HQOQ,loved the brand note a fake one thanks to amazon ...,/gp/customer-reviews/R31W2CDIFYEZY8?ASIN=B01LZKSVRB,loved the brand
Amazon Customer,/gp/profile/amzn1.account.AFMFSPC757VBA5JJCQ5K5VGUFK6Q,Decent product but faced problems with charger multiple times.,/gp/customer-reviews/R1N890FTRGLICF?ASIN=B01LZKSVRB,Decent product but faced problems with charger multiple times and get it replaced 2 times. Though got the new one for free from Apple service center but still wasted my good time for the same.
Vijay,/gp/profile/amzn1.account.AECSTVAU7DUJQHNFGE5GHM4IXMXQ,Superb phone.. but battery dissatisfy me,/gp/customer-reviews/RESZKCHWGIWLH?ASIN=B01LZKSVRB,"Superb experience using for a month now, the only issue is battery☹️"
Anuj Kataria,/gp/profile/amzn1.account.AGL6RZV4TPLAQBQZNJXFBYOBKLHA,Display and battery issues,/gp/customer-reviews/R2CAZQO10UVDP5?ASIN=B01LZKSVRB,Withing a week facing battery issues and display issues. Thankfully display has been replaced by the apple. Never buy iphone online worst experience
Pramit Savla,/gp/profile/amzn1.account.AE5RMWD4GHWAZR4WHH3R75MCVWHQ,Amazing and best even in 2018,/gp/customer-reviews/R1O2SGDX72Q2Z6?ASIN=B01LZKSVRB,"Even in 2018, iPhone 7 is quite amazing. Fast processor and day long lasting battery. I’ve been using since 15 days and I’m amazed by the speed and performance and even battery. iOS 12.1.1 is installed and has no lags or hangs. I would preferred this over one plus and i have no regret"
Amazon Customer,/gp/profile/amzn1.account.AEG7XCBPDMC44PLMTZ2B3YKD7RXA,Fake iPhone,/gp/customer-reviews/R249LCR3WVR13W?ASIN=B01LZKSVRB,The phone has a faulty speaker and one should think 10 times before buying it online
Satish Kulhar,/gp/profile/amzn1.account.AEYTUE3QEKAFNK7GPIPIXGGZKEHQ,Flaws,/gp/customer-reviews/R1A1RAIUSGC3MQ?ASIN=B01LZKSVRB,There are many flaws you will find while switching from android to iPhone like
Amazon Customer,/gp/profile/amzn1.account.AGECXOEVF3GEUUZPH2BKXS5LVNEQ,Amazing phone,/gp/customer-reviews/R17V0NZE6GU3KB?ASIN=B01LZKSVRB,The iPhone 7 is an amazing product...nice form factor with a great fusion of os and hardware... not that different from iPhone 8 and it’s good value for money...
